,Unnamed: 0,Country,Rank,HappinessScore,Family,GDP,HealthLifeExpectancy,Freedom,Trust_GovCorruption,Generosity,Year,Trust_GovCorruptionlog,Generositylog,continent_Africa,continent_Asia,continent_Australia,continent_Europe,continent_North_America,continent_South_America
140,140,Uganda,141,3.931,1.13299,0.21102,0.33861,0.45727,0.07267,0.29066,2015,-2.6218266343535928,-1.2356010797841128,1,0,0,0,0,0
141,141,Senegal,142,3.904,0.97619,0.36498,0.4354,0.36772,0.10713,0.20843000000000006,2015,-2.2337122287076703,-1.5681520255285575,1,0,0,0,0,0
142,142,Gabon,143,3.896,0.90528,1.06024,0.43372,0.31914000000000003,0.11091,0.06822,2015,-2.199036217365487,-2.6850175019916374,1,0,0,0,0,0
143,143,Niger,144,3.845,0.77265,0.0694,0.29707,0.47692,0.15639,0.19387,2015,-1.8554023915340128,-1.640567447631021,1,0,0,0,0,0
144,144,Cambodia,145,3.819,0.62736,0.46038,0.61114,0.66246,0.07247,0.40359,2015,-2.624582595860947,-0.9073557678165758,0,1,0,0,0,0
145,145,Tanzania,146,3.781,1.00268,0.2852,0.38215,0.32878,0.057470000000000014,0.34377,2015,-2.8564922064624865,-1.0677824498756705,1,0,0,0,0,0
146,146,Madagascar,147,3.681,0.66801,0.20824,0.46721,0.19184,0.08123999999999999,0.21333,2015,-2.5103475422699533,-1.5449150164186007,1,0,0,0,0,0
147,147,Central African Republic,148,3.678,0.0,0.0785,0.06699,0.48879,0.08288999999999999,0.23835,2015,-2.490240851378702,-1.4340150973313024,1,0,0,0,0,0
148,148,Chad,149,3.667,0.76062,0.34193,0.1501,0.23501,0.05269,0.18386,2015,-2.9433295947609426,-1.6935806805465285,1,0,0,0,0,0
149,149,Guinea,150,3.656,0.46475,0.17417,0.24009,0.37725,0.12139,0.28657,2015,-2.108746776072425,-1.2497724445728604,1,0,0,0,0,0
150,150,Ivory Coast,151,3.655,0.77115,0.46534,0.15185,0.46866,0.17922000000000002,0.20165,2015,-1.7191411775260634,-1.6012217576627599,1,0,0,0,0,0
151,151,Burkina Faso,152,3.587,0.85188,0.25812,0.27125,0.39493,0.12832000000000002,0.21747,2015,-2.0532281348639327,-1.525694369001241,1,0,0,0,0,0
152,152,Afghanistan,153,3.575,0.30285,0.31982,0.30335,0.23414,0.09719,0.3651,2015,-2.331087453466758,-1.007583990320546,0,1,0,0,0,0
153,153,Rwanda,154,3.465,0.7737,0.22208000000000006,0.42864,0.59201,0.55191,0.22628,2015,-0.5943702894763354,-1.485982108507182,1,0,0,0,0,0
154,154,Benin,155,3.34,0.35386,0.28665,0.3191,0.4845,0.0801,0.1826,2015,-2.5244794249078235,-1.7004573108212688,1,0,0,0,0,0
155,155,Syria,156,3.006,0.47489,0.6632,0.7219300000000001,0.15684,0.18906,0.47179,2015,-1.6656908539848987,-0.7512213076549774,0,1,0,0,0,0
156,156,Burundi,157,2.905,0.41587,0.0153,0.22396,0.1185,0.10062,0.19727,2015,-2.2964042339189645,-1.6231819302263595,1,0,0,0,0,0
157,157,Togo,158,2.839,0.13995,0.20868,0.28443,0.36453,0.10731,0.16681,2015,-2.2320334370431008,-1.790899838816173,1,0,0,0,0,0
158,0,Denmark,1,7.526,1.16374,1.4417799999999998,0.79504,0.5794100000000001,0.44453,0.36171,2016,-0.8107377347420763,-1.016912493184808,0,0,0,1,0,0
159,1,Switzerland,2,7.508999999999999,1.14524,1.52733,0.86303,0.58557,0.41203,0.28083,2016,-0.8866591167495523,-1.270005774930374,0,0,0,1,0,0
160,2,Iceland,3,7.501,1.18326,1.42666,0.8673299999999999,0.56624,0.14975,0.47678,2016,-1.8987880419865784,-0.7407001104194929,0,0,0,1,0,0
